0,0.0
983040,0.0
10813440,0.0
20643840,0.0
30474240,0.0
40304640,0.0
50135040,0.0
59965440,0.00034667967702262104
69795840,0.0008203124743886292
79626240,0.0010742187732830644
89456640,0.0013085937825962901
99287040,0.0011474608909338713
109117440,0.0014599609421566129
118947840,0.0016992187593132257
128778240,0.0014697265578433871
138608640,0.0015234374441206455
148439040,0.0016210937174037099
158269440,0.001547851599752903
168099840,0.0014941405970603228
177930240,0.0015429687919095159
187760640,0.0017431640299037099
197591040,0.0018115234561264515
207421440,0.002158203162252903
217251840,0.001992187462747097
227082240,0.002089843852445483
236912640,0.002480468712747097
246743040,0.0025634765625
256573440,0.0020947265438735485
266403840,0.0022900390904396772
276234240,0.0021728514693677425
286064640,0.002670898335054517
295895040,0.002558593638241291
305725440,0.0024218750186264515
315555840,0.002846679650247097
325386240,0.0028417969588190317
335216640,0.0030810546595603228
345047040,0.0025537109468132257
354877440,0.0030224609654396772
364707840,0.0026953124906867743
374538240,0.0028173828031867743
384368640,0.003300781361758709
394199040,0.0029101562686264515
404029440,0.003090820275247097
413859840,0.0031201171223074198
423690240,0.003256835974752903
433520640,0.003188476664945483
443351040,0.0032763672061264515
453181440,0.0030273436568677425
463011840,0.0032226562034338713
472842240,0.003159179585054517
482672640,0.003339843824505806
492503040,0.0036425781436264515
502333440,0.0033496094401925802
512163840,0.003310546977445483
521994240,0.003056640736758709
531824640,0.003828125074505806
